Industry,State,Country,Stage,Account Name,Amount,CloseDate (Epoch days),CloseDate (Epoch seconds),AccountType,CloseDate,Name
Apparel,Texas,United States,Closed Won,Martinez181 Inc,68204,18374,1587513600,Customer,4/22/2020,Opportunity for Gordon1846
Communications,Oklahoma,United States,Closed Won,McCarthy602 Inc,43010,18910,1633824000,Partner,10/10/2021,Opportunity for Roberts1847
Insurance,New York,United States,Closed Won,Walsh951 Inc,25110,18719,1617321600,Customer,4/2/2021,Opportunity for Chavez1849
Banking,New York,United States,Closed Won,Graves33 Inc,2865,18689,1614729600,Customer,3/3/2021,Opportunity for Ramos1851
Transportation,District of Columbia,United States,Prospecting,Bryant456 Inc,5178,19203,1659139200,Partner,7/30/2022,Opportunity for Adams708
Energy,California,United States,Value Proposition,Underwood142 Inc,65645,18497,1598140800,Customer,8/23/2020,Opportunity for Luna711
Engineering,Hawaii,United States,Prospecting,Joseph730 Inc,80788,18539,1601769600,Partner,10/4/2020,Opportunity for Morgan713
Engineering,Louisiana,United States,Closed Won,Hall230 Inc,58786,18195,1572048000,Partner,10/26/2019,Opportunity for Massey714
Banking,New York,United States,Closed Won,Herrera637 Inc,93188,19131,1652918400,Customer,5/19/2022,Opportunity for Quinn715
Agriculture,District of Columbia,United States,Value Proposition,Norris77 Inc,30365,19055,1646352000,Partner,3/4/2022,Opportunity for Freeman717
Biotechnology,Texas,United States,Closed Won,Obrien994 Inc,35286,18924,1635033600,Partner,10/24/2021,Opportunity for Maldonado720
Apparel,Indiana,United States,Closed Won,Evans281 Inc,55665,18992,1640908800,Partner,12/31/2021,Opportunity for Reeves721
Banking,Ohio,United States,Value Proposition,Warner699 Inc,11059,18335,1584144000,Partner,3/14/2020,Opportunity for Joseph722
Manufacturing,Alabama,United States,Perception Analysis,Mendoza936 Inc,38360,19290,1666656000,Partner,10/25/2022,Opportunity for Silva728
Transportation,New York,United States,Prospecting,West416 Inc,54933,19337,1670716800,Partner,12/11/2022,Opportunity for Simpson729
Engineering,Texas,United States,Closed Won,Dean902 Inc,90120,18662,1612396800,Partner,2/4/2021,Opportunity for Moss732
Electronics,Florida,United States,Closed Won,McKenzie887 Inc,55343,18490,1597536000,Partner,8/16/2020,Opportunity for Pope1093
Retail,California,United States,Closed Won,Myers320 Inc,83248,19198,1658707200,Partner,7/25/2022,Opportunity for Miles1094
Apparel,California,United States,Closed Won,Becker488 Inc,19170,18459,1594857600,Customer,7/16/2020,Opportunity for Morton1098
Utilities,Florida,United States,Closed Lost,Klein591 Inc,16158,19214,1660089600,Partner,8/10/2022,Opportunity for Mills1099
Communications,Kentucky,United States,Closed Won,Banks379 Inc,87757,17911,1547510400,Partner,1/15/2019,Opportunity for Keller1100
Banking,Connecticut,United States,Closed Won,Fowler307 Inc,34765,18369,1587081600,Customer,4/17/2020,Opportunity for Todd1101
Apparel,Maryland,United States,Closed Won,Armstrong378 Inc,74962,18782,1622764800,Customer,6/4/2021,Opportunity for Montgomery1103
Manufacturing,Washington,United States,Closed Won,Sharp764 Inc,48854,18342,1584748800,Partner,3/21/2020,Opportunity for Luna1104
Telecommunications,District of Columbia,United States,Closed Won,Lopez275 Inc,62705,18854,1628985600,Partner,8/15/2021,Opportunity for Myers1105
Finance,New York,United States,Closed Won,Pittman399 Inc,86240,19077,1648252800,Partner,3/26/2022,Opportunity for Parsons1107
Media,Georgia,United States,Needs Analysis,Brown495 Inc,8735,18623,1609027200,Partner,12/27/2020,Opportunity for Gardner1110
Technology,Michigan,,Qualification,Rowe333 Inc,88081,18825,1626480000,Partner,7/17/2021,Opportunity for Harrington1112
Consulting,,United States,Closed Won,Medina510 Inc,3745,18868,1630195200,Partner,8/29/2021,Opportunity for Rodriquez1114
Telecommunications,Texas,United States,Value Proposition,Cohen950 Inc,19857,18660,1612224000,Partner,2/2/2021,Opportunity for Tyler1115
Communications,Texas,United States,Closed Won,Butler152 Inc,27671,18524,1600473600,Partner,9/19/2020,Opportunity for West1117
Energy,Minnesota,United States,Closed Won,King818 Inc,31410,19259,1663977600,Customer,9/24/2022,Opportunity for Rodriquez1469
Transportation,Connecticut,United States,Closed Won,Bailey893 Inc,29892,18864,1629849600,Partner,8/25/2021,Opportunity for Martin1471
Energy,,United States,Closed Won,Mann440 Inc,78569,19285,1666224000,Partner,10/20/2022,Opportunity for Simpson1472
Energy,Michigan,United States,Closed Won,Beck370 Inc,57545,18036,1558310400,Partner,5/20/2019,Opportunity for Santos1475
Healthcare,Pennsylvania,United States,Closed Won,Myers581 Inc,79807,18052,1559692800,Partner,6/5/2019,Opportunity for Harmon1481
Education,,United States,Closed Won,Fletcher234 Inc,44044,18775,1622160000,Partner,5/28/2021,Opportunity for Reed1483
Media,Texas,United States,Closed Lost,Brady564 Inc,84587,18349,1585353600,Customer,3/28/2020,Opportunity for Wheeler1484
Energy,North Carolina,United States,Prospecting,Nichols134 Inc,71183,19311,1668470400,Partner,11/15/2022,Opportunity for Klein1486
Healthcare,Texas,,Closed Lost,Fleming710 Inc,16915,19185,1657584000,Partner,7/12/2022,Opportunity for Stone1492
Agriculture,New York,United States,Closed Lost,Hines651 Inc,70112,18923,1634947200,Partner,10/23/2021,Opportunity for Barnes1852
Telecommunications,Washington,United States,Closed Won,Cummings220 Inc,57254,18487,1597276800,Partner,8/13/2020,Opportunity for Johnston1857
Agriculture,California,United States,Negotiation/Review,Morales41 Inc,48694,18520,1600128000,Partner,9/15/2020,Opportunity for Smith1859
Biotechnology,California,United States,Closed Won,Morris541 Inc,41819,18274,1578873600,Customer,1/13/2020,Opportunity for Thornton1860
Telecommunications,North Carolina,United States,Closed Won,Vaughn229 Inc,50597,18432,1592524800,Customer,6/19/2020,Opportunity for Ramsey1863
Biotechnology,Texas,United States,Needs Analysis,Medina110 Inc,10158,18891,1632182400,Customer,9/21/2021,Opportunity for Mathis1864
Biotechnology,California,United States,Closed Won,Shaw160 Inc,60751,18049,1559433600,Partner,6/2/2019,Opportunity for Price1866
Electronics,,United States,Closed Won,Carr43 Inc,40489,18796,1623974400,Partner,6/18/2021,Opportunity for Foster1871
Banking,Missouri,United States,Closed Won,Mendez595 Inc,30859,18809,1625097600,Partner,7/1/2021,Opportunity for McDaniel1873
Biotechnology,North Carolina,United States,Proposal/Price Quote,Lynch943 Inc,574,18726,1617926400,Customer,4/9/2021,Opportunity for Gibbs1874
Education,Georgia,United States,Needs Analysis,Moran300 Inc,59489,18011,1556150400,Partner,4/25/2019,Opportunity for Medina1876
Insurance,North Carolina,United States,Closed Won,Graham11 Inc,39881,18273,1578787200,Partner,1/12/2020,Opportunity for Kim733
Insurance,California,United States,Qualification,Doyle59 Inc,69577,18682,1614124800,Partner,2/24/2021,Opportunity for Curry734
Communications,New York,United States,Closed Lost,Benson346 Inc,73060,18357,1586044800,Partner,4/5/2020,Opportunity for Schultz736
Telecommunications,Texas,United States,Perception Analysis,Summers987 Inc,61684,18834,1627257600,Partner,7/26/2021,Opportunity for Garner740
Utilities,California,United States,Closed Won,Cobb132 Inc,6060,18722,1617580800,Partner,4/5/2021,Opportunity for Freeman746
Banking,Florida,United States,Closed Won,Erickson874 Inc,85195,18562,1603756800,Partner,10/27/2020,Opportunity for Hopkins747
Retail,District of Columbia,United States,Closed Won,Griffith580 Inc,49081,17939,1549929600,Partner,2/12/2019,Opportunity for Clayton750
Utilities,Missouri,United States,Closed Won,Becker755 Inc,63220,18621,1608854400,Customer,12/25/2020,Opportunity for Andrews1118
Communications,South Carolina,United States,Closed Won,Cruz129 Inc,10101,19235,1661904000,Customer,8/31/2022,Opportunity for Hale1120
Apparel,Minnesota,United States,Value Proposition,Harrison279 Inc,62527,19312,1668556800,Partner,11/16/2022,Opportunity for Estrada1122
Technology,Texas,United States,Closed Won,Gutierrez801 Inc,73532,18461,1595030400,Customer,7/18/2020,Opportunity for Miles1126
Biotechnology,Iowa,United States,Closed Won,Duncan773 Inc,39695,18698,1615507200,Partner,3/12/2021,Opportunity for Alvarado1128
Telecommunications,California,United States,Closed Won,Martin56 Inc,15726,19225,1661040000,Partner,8/21/2022,Opportunity for Wilkins1129
Transportation,Texas,United States,Closed Won,Higgins494 Inc,59140,18018,1556755200,Customer,5/2/2019,Opportunity for Harris1133
Retail,Massachusetts,,Closed Won,Park905 Inc,96977,18681,1614038400,Partner,2/23/2021,Opportunity for Moran1134
Telecommunications,West Virginia,United States,Closed Won,Grant712 Inc,75880,18924,1635033600,Partner,10/24/2021,Opportunity for Howell1136
Manufacturing,Virginia,United States,Closed Lost,Perez590 Inc,68685,18332,1583884800,Partner,3/11/2020,Opportunity for Obrien1138
Technology,Tennessee,United States,Closed Won,Owens400 Inc,73161,18492,1597708800,Partner,8/18/2020,Opportunity for Young1496
Transportation,Arizona,United States,Closed Won,Higgins666 Inc,92163,18644,1610841600,Partner,1/17/2021,Opportunity for Malone1500
Retail,New York,United States,Closed Won,Rios830 Inc,56179,19063,1647043200,Partner,3/12/2022,Opportunity for McDonald1503
Banking,Illinois,,Closed Won,Young486 Inc,90027,18060,1560384000,Partner,6/13/2019,Opportunity for Oliver1504
Telecommunications,,United States,Closed Won,Tran798 Inc,83677,18844,1628121600,Partner,8/5/2021,Opportunity for Norris1506
Apparel,Pennsylvania,United States,Perception Analysis,Benson689 Inc,64863,19228,1661299200,Partner,8/24/2022,Opportunity for Hardy1507
Media,Ohio,United States,Qualification,Hawkins276 Inc,13155,18175,1570320000,Partner,10/6/2019,Opportunity for Nguyen1510
Manufacturing,Virginia,United States,Closed Won,Sims952 Inc,66581,18489,1597449600,Partner,8/15/2020,Opportunity for Garrett1512
Finance,Arkansas,United States,Closed Won,Tate321 Inc,31457,19125,1652400000,Partner,5/13/2022,Opportunity for Kennedy1514
Banking,Oklahoma,United States,Closed Won,Rivera395 Inc,34381,19141,1653782400,Partner,5/29/2022,Opportunity for Bell1517
Finance,Iowa,United States,Closed Lost,Ortega682 Inc,85105,18754,1620345600,Partner,5/7/2021,Opportunity for Holt1880
Transportation,West Virginia,United States,Closed Lost,Carter172 Inc,43449,18841,1627862400,Customer,8/2/2021,Opportunity for Barker1887
Agriculture,Texas,United States,Value Proposition,Tucker401 Inc,2594,18676,1613606400,Customer,2/18/2021,Opportunity for Daniel1888
Consulting,California,United States,Value Proposition,Valdez792 Inc,70179,19147,1654300800,Partner,6/4/2022,Opportunity for Phillips1889
Biotechnology,Wisconsin,United States,Perception Analysis,Lopez140 Inc,42628,18632,1609804800,Partner,1/5/2021,Opportunity for Hall1897
Engineering,Florida,United States,Closed Won,Benson594 Inc,51577,18615,1608336000,Partner,12/19/2020,Opportunity for McKenzie1898
Engineering,Louisiana,United States,Closed Won,McDaniel467 Inc,33380,19241,1662422400,Partner,9/6/2022,Opportunity for Lee759
Communications,Illinois,United States,Closed Won,Snyder527 Inc,25775,18679,1613865600,Partner,2/21/2021,Opportunity for Walters765
Manufacturing,Missouri,United States,Perception Analysis,Fleming762 Inc,20996,18216,1573862400,Partner,11/16/2019,Opportunity for Drake768
Manufacturing,Pennsylvania,United States,Closed Won,Wells259 Inc,75131,19248,1663027200,Partner,9/13/2022,Opportunity for Elliott770
Finance,Colorado,United States,Closed Won,Mann440 Inc,8452,18076,1561766400,Partner,6/29/2019,Opportunity for Newton773
Energy,Texas,United States,Closed Won,Goodwin856 Inc,78819,19287,1666396800,Partner,10/22/2022,Opportunity for Hoffman774
Education,Texas,United States,Closed Won,Myers408 Inc,27504,18865,1629936000,Customer,8/26/2021,Opportunity for Waters780
Telecommunications,Louisiana,United States,Qualification,Norton790 Inc,29151,19076,1648166400,Customer,3/25/2022,Opportunity for Robbins1143
Apparel,South Carolina,United States,Closed Lost,Thompson136 Inc,41373,19213,1660003200,Partner,8/9/2022,Opportunity for Smith1145
Engineering,Illinois,United States,Closed Won,Alvarez72 Inc,39785,18093,1563235200,Partner,7/16/2019,Opportunity for Beck1148
Telecommunications,Virginia,United States,Closed Won,Martinez181 Inc,46553,18256,1577318400,Partner,12/26/2019,Opportunity for Poole1149
Communications,California,United States,Closed Won,Lawrence696 Inc,87133,18091,1563062400,Partner,7/14/2019,Opportunity for Howell1150
Communications,Illinois,United States,Closed Lost,Adams335 Inc,5048,19214,1660089600,Partner,8/10/2022,Opportunity for Santos1154
Energy,Missouri,,Closed Won,Page703 Inc,23312,18488,1597363200,Partner,8/14/2020,Opportunity for Lewis1160
Apparel,,United States,Closed Won,Roberts804 Inc,26604,18543,1602115200,Customer,10/8/2020,Opportunity for Allen1162
Biotechnology,Florida,United States,Closed Won,Edwards629 Inc,59099,19209,1659657600,Customer,8/5/2022,Opportunity for Marsh1164
Energy,Alabama,United States,Value Proposition,Parker16 Inc,72692,19260,1664064000,Partner,9/25/2022,Opportunity for Lloyd1165
Engineering,Missouri,United States,Closed Lost,Soto36 Inc,14254,18124,1565913600,Customer,8/16/2019,Opportunity for Campbell1166
Insurance,Texas,United States,Closed Lost,Gibson62 Inc,6035,18660,1612224000,Partner,2/2/2021,Opportunity for Gill1167
Insurance,Arizona,United States,Closed Won,Schmidt289 Inc,90835,18820,1626048000,Partner,7/12/2021,Opportunity for Gross1521
Media,California,United States,Closed Won,Simmons848 Inc,85705,18708,1616371200,Partner,3/22/2021,Opportunity for Garcia1525
Banking,Colorado,United States,Closed Lost,Schneider841 Inc,17628,18477,1596412800,Customer,8/3/2020,Opportunity for Medina1531
Energy,,United States,Closed Won,Fleming816 Inc,4905,18478,1596499200,Partner,8/4/2020,Opportunity for Simon1538
Manufacturing,,United States,Closed Won,Morton537 Inc,76395,18388,1588723200,Partner,5/6/2020,Opportunity for Rodriguez1541
Utilities,,United States,Closed Won,Carr43 Inc,47023,18749,1619913600,Partner,5/2/2021,Opportunity for Edwards1901
Banking,Ohio,United States,Value Proposition,Joseph730 Inc,44680,18253,1577059200,Partner,12/23/2019,Opportunity for Stevenson1907
Engineering,Massachusetts,United States,Closed Won,Colon817 Inc,33795,17903,1546819200,Partner,1/7/2019,Opportunity for Aguilar1908
Retail,Idaho,United States,Closed Lost,Ford835 Inc,24107,19048,1645747200,Partner,2/25/2022,Opportunity for Anderson1911
Manufacturing,District of Columbia,United States,Closed Won,Robinson912 Inc,87309,18889,1632009600,Customer,9/19/2021,Opportunity for Chandler1913
Communications,Colorado,United States,Proposal/Price Quote,Webb96 Inc,78213,18925,1635120000,Partner,10/25/2021,Opportunity for Walsh1918
Technology,Texas,United States,Closed Won,Gordon294 Inc,72339,18177,1570492800,Customer,10/8/2019,Opportunity for Gordon1919
Finance,Michigan,United States,Closed Lost,Watts76 Inc,79659,18254,1577145600,Partner,12/24/2019,Opportunity for White1920
Media,South Carolina,,Closed Lost,McKinney995 Inc,36422,18365,1586736000,Partner,4/13/2020,Opportunity for Powers1925
Electronics,Utah,United States,Closed Won,Carter172 Inc,38937,18303,1581379200,Partner,2/11/2020,Opportunity for Paul419
Agriculture,Tennessee,United States,Closed Won,Silva224 Inc,84240,19025,1643760000,Customer,2/2/2022,Opportunity for Lloyd424
Biotechnology,Missouri,United States,Qualification,Jensen353 Inc,82835,18379,1587945600,Partner,4/27/2020,Opportunity for Reyes426
Utilities,Florida,United States,Closed Lost,Bowman347 Inc,23203,18182,1570924800,Partner,10/13/2019,Opportunity for Mendoza431
Electronics,Ohio,United States,Closed Lost,Christensen303 Inc,57748,18649,1611273600,Partner,1/22/2021,Opportunity for Dennis432
Manufacturing,Florida,United States,Closed Won,Wilkerson769 Inc,80341,19003,1641859200,Partner,1/11/2022,Opportunity for Guerrero433
Manufacturing,New York,United States,Closed Won,Crawford701 Inc,78732,18536,1601510400,Partner,10/1/2020,Opportunity for Ramos435
Telecommunications,Texas,United States,Closed Won,Gutierrez305 Inc,1927,18085,1562544000,Partner,7/8/2019,Opportunity for Estrada781
Engineering,Missouri,United States,Closed Won,Perez590 Inc,5182,19268,1664755200,Partner,10/3/2022,Opportunity for Moody784
Technology,Illinois,United States,Closed Won,Phelps304 Inc,87149,18606,1607558400,Partner,12/10/2020,Opportunity for Harrison791
Banking,Massachusetts,United States,Closed Lost,Phillips722 Inc,53893,18221,1574294400,Partner,11/21/2019,Opportunity for Houston793
